Job Title,Job Info,Position,Employer,City,Province,Skill,Seniority,Work Type,Industry Type,Min_Salary,Max_Salary,Avg_Salary,Skill_List,Education_Level
Financial and Operational Analysts,Merchandise Analyst,Analyst,Circle K,Toronto,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0,['excel'],Bachelor's
Financial and Operational Analysts,Risk Analyst,Risk Analyst,goeasy,Mississauga,ON,"Sas, Sql",ANY,In-Person,Others,50000.0,76458.0,63229.0,"['sas', 'sql']",Bachelor's
Senior Data Analysts,"Analyst, Reliability",Analyst,Porter Airlines Inc.,Toronto,ON,"Tableau, Excel, R",ANY,In-Person,Others,69000.0,86000.0,77500.0,"['tableau', 'excel', 'r']",Bachelor's
Systems and Data Analysts,Business Intelligence Specialist Analytics (with Qlik experience),Data Specialist,CAA Club Group,Thornhill,ON,"Sql, Power BI, Ssrs, Qliksense, Big Data, SQL, Excel, Qlik Sense, Database",Senior,In-Person,Others,76000.0,89440.0,82720.0,"['sql', 'power bi', 'ssrs', 'qliksense', 'big data', 'sql', 'excel', 'qlik sense', 'database']",Bachelor's
Financial and Operational Analysts,"Portfolio Management Analyst, Quantitative Equity",Quantitative Analyst,"Connor, Clark & Lunn Financial Group",Vancouver,BC,Excel,ANY,In-Person,Finance,90000.0,180000.0,135000.0,['excel'],Bachelor's
Business and Marketing Analysts,Business Analyst,Business Analyst,Energy Safety Canada,Calgary,AB,"Database, Html",ANY,In-Person,Energy,65000.0,87000.0,76000.0,"['database', 'html']",Bachelor's
Business and Marketing Analysts,Business Analyst,Business Analyst,Bayshore HealthCare,Mississauga,ON,"Power Bi, Jira, Miro",ANY,In-Person,Healthcare,65000.0,87000.0,76000.0,"['power bi', 'jira', 'miro']",Bachelor's
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,SULYMON GLOBAL INC.,North York,ON,"Database, Python, Sql",ANY,In-Person,Others,90480.0,90480.0,90480.0,"['database', 'python', 'sql']",Bachelor's
Systems and Data Analysts,Chief Functional and Data Analyst,Data Analyst,National Bank of Canada,MontrÃƒÂ©al,QC,"Aws, Confluence, Github, Java, Lucidchart, Jira",Senior,In-Person,Finance,76000.0,89440.0,82720.0,"['aws', 'confluence', 'github', 'java', 'lucidchart', 'jira']",Bachelor's
Senior Supply Chain Data Analysts,"Functional Analyst, Process Improvement",Analyst,Vancouver Coastal Health,Vancouver,BC,Undef,ANY,In-Person,Healthcare,79310.40000000001,114025.6,96668.0,['undef'],Bachelor's
Business and Technical Analysts,EMR Analyst,Analyst,Medicentres Canada Inc.,Newmarket,ON,Undef,ANY,In-Person,Healthcare,64123.59,86600.0,75361.795,['undef'],Bachelor's
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,Systematic Squad Inc.,Calgary,AB,Database,ANY,In-Person,Others,62400.0,62400.0,62400.0,['database'],Bachelor's
Senior Business Intelligence Analysts,Business Process Analyst,Analyst,ENERCARE,Markham,ON,"Excel, Tableau, Sql, Gap, Power Bi",ANY,In-Person,Automotive,68000.0,88300.0,78150.0,"['excel', 'tableau', 'sql', 'gap', 'power bi']",Bachelor's
Senior Business Intelligence Analysts,Business Process Analyst,Analyst,ENERCARE,Markham,ON,"Excel, Tableau, Sql, Gap, Power Bi",ANY,In-Person,Automotive,68000.0,88300.0,78150.0,"['excel', 'tableau', 'sql', 'gap', 'power bi']",Bachelor's
Senior Business Analysts,Business Analyst Intern/Junior,Intern,NORSAT INTERNATIONAL INC,Richmond,BC,"Power Bi, Excel, Sql, Database",ANY,In-Person,Others,30240.56,57200.0,43720.28,"['power bi', 'excel', 'sql', 'database']",Bachelor's
Senior Supply Chain Data Analysts,Customer Solution Analyst,Analyst,McCain Foods Limited,Toronto,ON,Power Bi,ANY,In-Person,Technology,68500.0,87000.0,77750.0,['power bi'],Bachelor's
Senior Supply Chain Data Analysts,"IT Business Analyst, Intact Lab",Business Analyst,Intact,MontrÃƒÂ©al,QC,"Machine Learning, Jira, Confluence",ANY,In-Person,Others,68500.0,87000.0,77750.0,"['machine learning', 'jira', 'confluence']",Bachelor's
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,Abbotsford,BC,Excel,ANY,In-Person,Others,30240.56,57200.0,43720.28,['excel'],Bachelor's
Business Systems Analysts,Business Support Systems Analyst,System Analyst,Eastlink,Halifax,NS,Undef,ANY,In-Person,Others,85816.8,91520.0,88668.4,['undef'],Bachelor's
Senior Business Analysts,Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals INC, Canada",Brampton,ON,Excel,Senior,In-Person,Healthcare,66000.0,84500.0,75250.0,['excel'],Bachelor's
Senior Data Analysts,marketing data analyst,Data Analyst,Triumph Well Services,Calgary,AB,Undef,ANY,In-Person,Service,104000.0,104000.0,104000.0,['undef'],Bachelor's
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Database, Database, Tableau, Sql, Alteryx, Python, R",ANY,In-Person,Others,65000.0,87000.0,76000.0,"['database', 'database', 'tableau', 'sql', 'alteryx', 'python', 'r']",Bachelor's
Business and Technical Analysts,Business Intelligence & Analytics Student-Fall 2024 Co-op,BI Analyst,Irving Shipbuilding,Dartmouth,NS,Excel,ANY,In-Person,Others,64123.59,86600.0,75361.795,['excel'],Bachelor's
Senior Business Intelligence Analysts,"Sr. Analyst, Business Intelligence",BI Analyst,Gildan Activewear Inc,MontrÃƒÂ©al,QC,"Tableau, Sql, Snowflake, Qlikview, Talend",Senior,In-Person,Others,30240.56,57200.0,43720.28,"['tableau', 'sql', 'snowflake', 'qlikview', 'talend']",Bachelor's
Senior Business Analysts,Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals INC, Canada",Brampton,ON,Excel,Senior,In-Person,Healthcare,66000.0,84500.0,75250.0,['excel'],Bachelor's
Senior Data Analysts,data warehouse analyst,Analyst,VISAY TECHNOLOGIES INC,Edmonton,AB,Database,ANY,In-Person,Technology,87464.0,87464.0,87464.0,['database'],Bachelor's
Senior Business Analysts,Senior Compensation Analyst,Analyst,ServiceTitan,Remote,Undef,Excel,Senior,Remote,Technology,30240.56,93000.0,61620.28,['excel'],Bachelor's
Financial and Operational Analysts,Risk & Audit Analyst,Risk Analyst,University of Manitoba,Winnipeg,MB,Undef,ANY,In-Person,Technology,64731.76,97097.64,80914.7,['undef'],Bachelor's
Systems and Data Analysts,Product Support Analyst - Database and ETL,Analyst,Copperleaf Technologies Inc.,Metro Vancouver Regional District,BC,"Aws, Sql, Oracle Database, Database, Database, Reason",ANY,In-Person,Technology,85000.0,110000.0,97500.0,"['aws', 'sql', 'oracle database', 'database', 'database', 'reason']",Bachelor's
Senior Business Analysts,Operations Analyst,Analyst,Tim Hortons | Company #4020653,London,ON,"Sas, Fabric, Excel",ANY,In-Person,Others,66000.0,84500.0,75250.0,"['sas', 'fabric', 'excel']",Bachelor's
Systems and Data Analysts,Programs Data Analyst,Data Analyst,Owen Sound Family Health Team,Owen Sound,ON,Database,ANY,In-Person,Healthcare,45344.0,57200.0,51272.0,['database'],Bachelor's
Business Systems Analysts,Business System Analyst,System Analyst,UST Global,Toronto,ON,"Sql, Excel",ANY,In-Person,Others,85816.8,91520.0,88668.4,"['sql', 'excel']",Bachelor's
Senior Supply Chain Data Analysts,BSAN-Business Systems Analyst,System Analyst,Lifemark Health Group,North York,ON,"Confluence, Excel, Gap, Azure, Jira",ANY,In-Person,Healthcare,68500.0,87000.0,77750.0,"['confluence', 'excel', 'gap', 'azure', 'jira']",Bachelor's
Systems and Data Analysts,HRT Applications Business Analyst,Business Analyst,Vail Resorts Corporate,Remote,Undef,"C#, Excel, Sql, Database",ANY,Remote,Travel,70000.0,87110.0,78555.0,"['c#', 'excel', 'sql', 'database']",Bachelor's
Senior Business Intelligence Analysts,Data and Policy Analyst II,Analyst,City of Edmonton,Edmonton,AB,Database,Mid,In-Person,Technology,85915.26,108564.32,97239.79,['database'],Bachelor's
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,Calgary,AB,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0,['excel'],Bachelor's
Senior Business Analysts,Junior Analyst Position,Analyst,CTi Living,Etobicoke,ON,Excel,Junior,In-Person,Others,48000.0,57200.0,52600.0,['excel'],Bachelor's
Senior Business Intelligence Analysts,Revenue Operations Business Analyst,Business Analyst,MaintainX,Toronto,ON,"Shell, C#, Jira, Confluence",ANY,In-Person,Others,30240.56,57200.0,43720.28,"['shell', 'c#', 'jira', 'confluence']",Bachelor's
Senior Business Intelligence Analysts,Demand Planning Analyst,Analyst,Cozey,Mont-royal,QC,"Vba, Excel",ANY,In-Person,Others,68000.0,88300.0,78150.0,"['vba', 'excel']",Bachelor's
Senior Business Analysts,Business Analyst Senior 7698-1809,Business Analyst,Foilcon,Toronto,ON,Undef,Senior,In-Person,Technology,66000.0,84500.0,75250.0,['undef'],Bachelor's
Senior Business Analysts,Senior Business Analyst,Business Analyst,Jeevan Technologies,Toronto,ON,Undef,Senior,In-Person,Technology,137280.0,180000.0,158640.0,['undef'],Bachelor's
Senior Business Intelligence Analysts,Demand Planning Analyst,Analyst,Cozey,Mont-royal,QC,"Vba, Excel",ANY,In-Person,Others,68000.0,88300.0,78150.0,"['vba', 'excel']",Bachelor's
Senior Business Analysts,Business Analyst Senior 7698-1809,Business Analyst,Foilcon,Toronto,ON,Undef,Senior,In-Person,Technology,66000.0,84500.0,75250.0,['undef'],Bachelor's
Senior Supply Chain Data Analysts,Cost and Pricing Analyst,Analyst,IMP Group,Amherst,NS,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0,['excel'],Bachelor's
Business and Marketing Analysts,Business Analyst,Business Analyst,MacDon Industries Ltd.,Winnipeg,MB,Excel,ANY,In-Person,Others,65000.0,87000.0,76000.0,['excel'],Bachelor's
Senior Supply Chain Data Analysts,Broadridge Specialized Analyst - ONLY,Analyst,C.G.I.,MontrÃƒÂ©al,QC,"Jira, Gap, Sql, Confluence",ANY,In-Person,Others,68500.0,87000.0,77750.0,"['jira', 'gap', 'sql', 'confluence']",Bachelor's
Senior Business Intelligence Analysts,Business Analyst - Core Operations,Business Analyst,BC Centre for Excellence in HIV/AIDS,Vancouver,BC,"Python, Sql",ANY,In-Person,Others,67861.0,93310.8,80585.9,"['python', 'sql']",Bachelor's
Senior Supply Chain Data Analysts,"Business Analyst, Workday",Business Analyst,Element Fleet Management,Mississauga,ON,"Jira, Excel, Smartsheet",ANY,In-Person,Others,68500.0,87000.0,77750.0,"['jira', 'excel', 'smartsheet']",Bachelor's
Financial and Operational Analysts,Fuel Pricing Analyst,Analyst,Canco,Kelowna,BC,Undef,ANY,In-Person,Others,60000.0,70000.0,65000.0,['undef'],Bachelor's
Business Systems Analysts,"B2C Business Systems Analyst Toronto, Canada Information Technology",System Analyst,"Rothmans, Benson & Hedges Inc",Toronto,ON,Undef,ANY,In-Person,Others,92610.0,103700.0,98155.0,['undef'],Bachelor's
Business and Technical Analysts,Calgary Based Data Analyst I-III - MFL/GEO Pipeline In-Line Inspection & Data IMU Analyst,Data Analyst,Entegra LLP,Leduc,AB,Excel,ANY,In-Person,Others,64123.59,86600.0,75361.795,['excel'],Bachelor's
Financial and Operational Analysts,Cost Analyst,Analyst,Intelcom,MontrÃƒÂ©al,QC,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0,['excel'],Bachelor's
Senior Business Analysts,Senior Logistics Analyst,Logistic Analyst,NewAge Products Inc,Remote,Undef,"Tableau, Crystal, Sql, Excel, Vba, Database",Senior,Remote,Others,66000.0,84500.0,75250.0,"['tableau', 'crystal', 'sql', 'excel', 'vba', 'database']",Bachelor's
Senior Business Analysts,Operations Analyst,Analyst,CLEAResult,Port Coquitlam,BC,Excel,ANY,In-Person,Others,58240.0,58240.0,58240.0,['excel'],Bachelor's
Business and Technical Analysts,Accounting/Reporting Analyst,Analyst,BGIS,Markham,ON,"Fabric, Excel, R",ANY,In-Person,Others,64123.59,86600.0,75361.795,"['fabric', 'excel', 'r']",Bachelor's
Senior Business Intelligence Analysts,Business Intelligence Developer (local to Quebec),Developer,Q1 Technologies,MontrÃƒÂ©al,QC,"Power Bi, Sql, Database",ANY,In-Person,Technology,137280.0,145600.0,141440.0,"['power bi', 'sql', 'database']",Bachelor's
Senior Supply Chain Data Analysts,Laboratory Analyst (4-Month Contract),Analyst,ALS Global,Kamloops,BC,Excel,ANY,In-Person,Others,30240.56,57200.0,43720.28,['excel'],Bachelor's
Senior Supply Chain Data Analysts,24-144 Business Solutions Analyst,Analyst,The City of Maple Ridge,Maple Ridge,BC,Maple,ANY,In-Person,Technology,94494.4,111633.6,103064.0,['maple'],Bachelor's
Senior Supply Chain Data Analysts,Sr. Business Systems Analyst (Salesforce),System Analyst,Authentic8,Remote,Undef,"C#, Jira, Confluence",Senior,Remote,Others,68500.0,87000.0,77750.0,"['c#', 'jira', 'confluence']",Bachelor's
Business and Technical Analysts,CFD Analyst,Analyst,Enerkem Inc.,MontrÃƒÂ©al,QC,"C#, Python",ANY,In-Person,Others,30240.56,57200.0,43720.28,"['c#', 'python']",Bachelor's
Senior Supply Chain Data Analysts,ECommerce Brand Advocate Analyst - Hybrid - 12 month contract,Statistician,The Home Depot Canada,Toronto,ON,"Tableau, Excel, Looker",ANY,Hybrid,Others,68500.0,87000.0,77750.0,"['tableau', 'excel', 'looker']",Bachelor's
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,American Iron and Metal,Hamilton,ON,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0,['excel'],Bachelor's
Senior Supply Chain Data Analysts,Senior Technical Business Systems Analyst (Hybrid Temporary Assignment until July 2025),System Analyst,Scotiabank,Scarborough,ON,"Gap, Excel",Senior,Hybrid,Finance,68500.0,87000.0,77750.0,"['gap', 'excel']",Bachelor's
Financial and Operational Analysts,Compensation Analyst,Analyst,Boreala Management,MontrÃƒÂ©al,QC,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0,['excel'],Bachelor's
Business and Marketing Analysts,Business Analyst,Business Analyst,InSync,Calgary,AB,Undef,ANY,In-Person,Others,65000.0,87000.0,76000.0,['undef'],Bachelor's
Senior Supply Chain Data Analysts,Digital Supply Chain Planning Analyst,Analyst,McCain Foods Limited,Toronto,ON,Undef,ANY,In-Person,Technology,68500.0,87000.0,77750.0,['undef'],Bachelor's
Systems and Data Analysts,Lifespan Cognition Lab Data Analyst Lead,Lead,Kwantlen Polytechnic University,Surrey,BC,"Html, Sql, Reason, Excel, Python, Javascript, R, Database",Senior,In-Person,Technology,37440.0,57200.0,47320.0,"['html', 'sql', 'reason', 'excel', 'python', 'javascript', 'r', 'database']",Bachelor's
Business and Marketing Analysts,IT Business Analyst,Business Analyst,Spark Power,Oakville,ON,Oracle Cloud,ANY,In-Person,Energy,65000.0,87000.0,76000.0,['oracle cloud'],Bachelor's
Business and Technical Analysts,"Sr Analyst, Sustainability",Analyst,Gildan Activewear Inc,MontrÃƒÂ©al,QC,"Power Bi, Tableau, Excel",Senior,In-Person,Others,30240.56,57200.0,43720.28,"['power bi', 'tableau', 'excel']",Bachelor's
Senior Business Intelligence Analysts,Capital Surveillance Analyst - Investor Relations,Analyst,S&P Global,Toronto,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0,['excel'],Bachelor's
Systems and Data Analysts,"Business Intelligence Engineer, Supply Chain Optimization Technologies, Fulfillment Availability",Data Engineer,Amazon Development Centre Canada ULC - K03,Vancouver,BC,"Sql, Database, Tableau, Machine Learning, Aws, Big Data, Python",ANY,In-Person,Construction,76400.0,76400.0,76400.0,"['sql', 'database', 'tableau', 'machine learning', 'aws', 'big data', 'python']",Bachelor's
Business and Technical Analysts,CFD Analyst,Analyst,Enerkem Inc.,MontrÃƒÂ©al,QC,"C#, Python",ANY,In-Person,Others,30240.56,57200.0,43720.28,"['c#', 'python']",Bachelor's
Business and Technical Analysts,Project Manager/Business Analyst (Hybrid),Manager,Saint Laurent Consulting,Winnipeg,MB,Undef,ANY,Hybrid,Consulting,64123.59,86600.0,75361.795,['undef'],Bachelor's
Business and Technical Analysts,"Data System Analyst (need -Snowflake, Hadoop, ETL) @ Markham - Hybrid - long Term",System Analyst,Atlantis IT group,Toronto,ON,"Hadoop, Informatica, Snowflake, Aws, Sql, Postgresql, Qliksense, Scala, Big Data, Shell, Sas, Teradata, Python",ANY,Hybrid,Technology,64123.59,86600.0,75361.795,"['hadoop', 'informatica', 'snowflake', 'aws', 'sql', 'postgresql', 'qliksense', 'scala', 'big data', 'shell', 'sas', 'teradata', 'python']",Bachelor's
Senior Business Intelligence Analysts,Capital Surveillance Analyst - Investor Relations,Analyst,S&P Global,Toronto,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0,['excel'],Bachelor's
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,American Iron and Metal,Hamilton,ON,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0,['excel'],Bachelor's
Business and Marketing Analysts,IT Business Analyst,Business Analyst,Spark Power,Oakville,ON,Oracle Cloud,ANY,In-Person,Energy,65000.0,87000.0,76000.0,['oracle cloud'],Bachelor's
Senior Supply Chain Data Analysts,Bank Rec Analyst - 6 month contract,Analyst,The Boyd Group,Winnipeg,MB,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0,['excel'],Bachelor's
Business and Marketing Analysts,analyst - market research,Analyst,A&M Canadian Immigration Law Corporation,Winnipeg,MB,Database,ANY,In-Person,Legal,45760.0,57200.0,51480.0,['database'],Bachelor's
Senior Supply Chain Data Analysts,Business Analyst (Intermediate) 7647-1812,Business Analyst,Foilcon,Toronto,ON,"Sql, Mysql, Database, Power Platform, Azure, Jira",Mid,In-Person,Technology,68500.0,87000.0,77750.0,"['sql', 'mysql', 'database', 'power platform', 'azure', 'jira']",Bachelor's
Senior Supply Chain Data Analysts,Digital Supply Chain Planning Analyst,Analyst,McCain Foods Limited,Toronto,ON,Undef,ANY,In-Person,Technology,68500.0,87000.0,77750.0,['undef'],Bachelor's
Senior Supply Chain Data Analysts,Supply Chain Analyst III,Analyst,Seaspan ULC,North Vancouver,BC,"Power Bi, Excel, Oracle Cloud",Senior,In-Person,Others,81000.0,99000.0,90000.0,"['power bi', 'excel', 'oracle cloud']",Bachelor's
Financial and Operational Analysts,Compensation Analyst,Analyst,Canada Goose Inc.,Toronto,ON,"Excel, Excel",ANY,In-Person,Others,50000.0,76458.0,63229.0,"['excel', 'excel']",Bachelor's
Senior Business Intelligence Analysts,"Senior Analyst, Quality Control",Analyst,TARO PHARMACEUTICALS INC.,Brampton,ON,Undef,Senior,In-Person,Healthcare,68000.0,88300.0,78150.0,['undef'],Bachelor's
Senior Supply Chain Data Analysts,Platform and Process Analyst,Analyst,GardaWorld,MontrÃƒÂ©al,QC,Undef,ANY,In-Person,Others,68500.0,87000.0,77750.0,['undef'],Bachelor's
Senior Business Intelligence Analysts,Data Integration Senior System Support Analyst,System Analyst,Royal Bank of Canada,Toronto,ON,"C#, Database, Database, Mongodb, Sql, Aws, Big Data, Snowflake, Hadoop, Azure, Python, Sybase",Senior,In-Person,Finance,68000.0,88300.0,78150.0,"['c#', 'database', 'database', 'mongodb', 'sql', 'aws', 'big data', 'snowflake', 'hadoop', 'azure', 'python', 'sybase']",Bachelor's
Senior Business Intelligence Analysts,"Senior Analyst, Quality Control",Analyst,"Taro Pharmaceuticals INC, Canada",Brampton,ON,Undef,Senior,In-Person,Healthcare,68000.0,88300.0,78150.0,['undef'],Bachelor's
Senior Business Intelligence Analysts,"Infrastructure Practice Group, Senior Business Analyst",Business Analyst,Egon Zehnder,MontrÃƒÂ©al,QC,Undef,Senior,In-Person,Others,68000.0,88300.0,78150.0,['undef'],Bachelor's
Business Systems Analysts,business systems analyst,System Analyst,Infoblox Canada Ltd.,Burnaby,BC,Undef,ANY,In-Person,Others,108347.2,108347.2,108347.2,['undef'],Bachelor's
Senior Business Intelligence Analysts,"Senior Analyst, Quality Control",Analyst,"Taro Pharmaceuticals INC, Canada",Brampton,ON,Undef,Senior,In-Person,Healthcare,68000.0,88300.0,78150.0,['undef'],Bachelor's
Senior Business Intelligence Analysts,"Technology and Communications Practice Group, Senior Business Analyst",Business Analyst,Egon Zehnder,MontrÃƒÂ©al,QC,Excel,Senior,In-Person,Others,68000.0,88300.0,78150.0,['excel'],Bachelor's
Senior Supply Chain Data Analysts,"Senior Analyst, IT Risk Metrics/Reporting (GCS)",Risk Analyst,Royal Bank of Canada,Vancouver,BC,"Sql, Excel, Tableau, Jira, Power BI, Powershell, Gap, Vba, Snowflake, Python, Database",Senior,In-Person,Finance,68500.0,87000.0,77750.0,"['sql', 'excel', 'tableau', 'jira', 'power bi', 'powershell', 'gap', 'vba', 'snowflake', 'python', 'database']",Bachelor's
Senior Supply Chain Data Analysts,SimCorp - Communication Server Analyst - Business Analyst,Business Analyst,CGI,MontrÃƒÂ©al,QC,Undef,ANY,In-Person,Others,68500.0,87000.0,77750.0,['undef'],Bachelor's
Business Systems Analysts,business analyst - computer systems,System Analyst,XLNCY SOLUTIONS,Brampton,ON,Undef,ANY,In-Person,Consulting,59280.0,59280.0,59280.0,['undef'],Bachelor's
Senior Business Analysts,Senior Business Analyst,Business Analyst,Aviso Wealth,Toronto,ON,Sql,Senior,In-Person,Others,87000.0,115000.0,101000.0,['sql'],Bachelor's
Business Systems Analysts,computer systems analyst,System Analyst,Canadian Systems Inc.,Etobicoke,ON,"Html, Java, Database, Tcl",ANY,In-Person,Others,86320.0,86320.0,86320.0,"['html', 'java', 'database', 'tcl']",Bachelor's
Financial and Operational Analysts,Accounts receivable analyst,Analyst,MCL Motor Cars 2010,Vancouver,BC,Excel,ANY,In-Person,Automotive,66996.8,66996.8,66996.8,['excel'],Bachelor's
Senior Business Intelligence Analysts,regional development analyst,Analyst,Mandi Guys Inc.,London,ON,"Excel, Database",ANY,In-Person,Others,75000.0,75000.0,75000.0,"['excel', 'database']",Bachelor's
Business Systems Analysts,business systems analyst,System Analyst,Save Max Real Estate Inc.,Mississauga,ON,Undef,ANY,In-Person,Government,91520.0,91520.0,91520.0,['undef'],Bachelor's
Business Systems Analysts,business systems analyst,System Analyst,108 ideaspace inc.,Toronto,ON,Undef,ANY,In-Person,Aerospace,90001.6,93600.0,91800.8,['undef'],Bachelor's
Business Systems Analysts,business systems analyst,System Analyst,ElementIQ Media Inc.,Port Coquitlam,BC,Undef,ANY,In-Person,Healthcare,95680.0,95680.0,95680.0,['undef'],Bachelor's
Senior Supply Chain Data Analysts,AVP - Senior Natural Catastrophe Pricing Analyst,Analyst,SCOR,Toronto,ON,"C#, Excel",Senior,In-Person,Others,68500.0,87000.0,77750.0,"['c#', 'excel']",Bachelor's
Business and Technical Analysts,Sr Synthetic Aperture Radar (SAR) Processing Analyst,Analyst,MacDonald Dettwiler & Associates Inc.,Richmond,BC,"C#, Python, Matlab",Senior,In-Person,Others,98000.0,144100.0,121050.0,"['c#', 'python', 'matlab']",Bachelor's
Business and Technical Analysts,Analyste d'affaires - SÃƒÂ©nior / Senior Business Analyst,Business Analyst,Talan,MontrÃƒÂ©al,QC,"Big Data, Java, Sql, C",Senior,In-Person,Others,64123.59,86600.0,75361.795,"['big data', 'java', 'sql', 'c']",Bachelor's
Senior Supply Chain Data Analysts,Sr. Strategic Pricing Analyst,Analyst,Brink's Incorporated,Toronto,ON,Excel,Senior,In-Person,Others,68500.0,87000.0,77750.0,['excel'],Bachelor's
Senior Supply Chain Data Analysts,"Senior Analyst, IT Risk Metrics/Reporting (GCS)",Risk Analyst,Royal Bank of Canada,Toronto,ON,"Sql, Excel, Tableau, Jira, Power BI, Powershell, Gap, Vba, Snowflake, Python, Database",Senior,In-Person,Finance,68500.0,87000.0,77750.0,"['sql', 'excel', 'tableau', 'jira', 'power bi', 'powershell', 'gap', 'vba', 'snowflake', 'python', 'database']",Bachelor's
Business Systems Analysts,business systems analyst,System Analyst,TD SYNNEX Canada,Mississauga,ON,"Sql, Ruby, Javascript, Jira",ANY,In-Person,Others,86008.0,86008.0,86008.0,"['sql', 'ruby', 'javascript', 'jira']",Bachelor's
Senior Business Intelligence Analysts,Market Research Analyst / Cryptocurrency Market Expert,Analyst,Bisti Foreign Exchange,MontrÃƒÂ©al,QC,Undef,Senior,In-Person,Others,30240.56,57200.0,43720.28,['undef'],Bachelor's
Senior Supply Chain Data Analysts,"Intermediate Accounting Analyst - Bilingual, Canadian Business Banking - Toronto or Ottawa (Ontario)",Analyst,Scotiabank,Ottawa,ON,"Database, Excel",Mid,In-Person,Finance,68500.0,87000.0,77750.0,"['database', 'excel']",Bachelor's
Systems and Data Analysts,Data & Analytics - Senior Data Visualization Engineer,Data Engineer,Aritzia,Vaughan,ON,"Power Bi, Tableau, Looker",Senior,In-Person,Technology,75000.0,150000.0,112500.0,"['power bi', 'tableau', 'looker']",Bachelor's
Business and Marketing Analysts,Field Market Analyst,Analyst,Confidential,Scarborough,ON,Excel,ANY,In-Person,Others,41600.0,57200.0,49400.0,['excel'],Bachelor's
Senior Data Analysts,Data Analyst,Data Analyst,University of Saskatchewan,Saskatoon,SK,"Power BI, Tableau, Excel, Spss",ANY,In-Person,Technology,69695.0,115286.0,92490.5,"['power bi', 'tableau', 'excel', 'spss']",Bachelor's
Senior Data Analysts,Strategic Data Analyst,Data Analyst,Element Fleet Management,Mississauga,ON,"Sql, Tableau, Crystal, Ssis, Excel, SQL, Ssrs, Power Bi, Sybase, Database",ANY,In-Person,Others,69000.0,86000.0,77500.0,"['sql', 'tableau', 'crystal', 'ssis', 'excel', 'sql', 'ssrs', 'power bi', 'sybase', 'database']",Bachelor's
Senior Data Analysts,Data Analyst,Data Analyst,Cabela's,Winnipeg,MB,"Sql, Power Bi, Python, Visual Basic, Excel, Google Cloud Platform",ANY,In-Person,Others,69000.0,86000.0,77500.0,"['sql', 'power bi', 'python', 'visual basic', 'excel', 'google cloud platform']",Bachelor's
Business and Technical Analysts,BI Engineer,Data Engineer,COREL CORPORATION USA,Remote,Undef,"Tableau, Power BI, Snowflake, Looker, Postgresql",ANY,Remote,Others,100000.0,110000.0,105000.0,"['tableau', 'power bi', 'snowflake', 'looker', 'postgresql']",Bachelor's
Senior Data Analysts,Data Analyst,Data Analyst,KF Aerospace,Kelowna,BC,"Power Bi, Sql",ANY,In-Person,Aerospace,77000.0,96000.0,86500.0,"['power bi', 'sql']",Bachelor's
Senior Data Analysts,Strategic Data Analyst,Data Analyst,Element Fleet Management,Mississauga,ON,"Sql, Tableau, Crystal, Ssis, Excel, SQL, Ssrs, Power Bi, Sybase, Database",ANY,In-Person,Others,69000.0,86000.0,77500.0,"['sql', 'tableau', 'crystal', 'ssis', 'excel', 'sql', 'ssrs', 'power bi', 'sybase', 'database']",Bachelor's
Senior Data Analysts,Data Analyst,Data Analyst,KF Aerospace,Kelowna,BC,"Power Bi, Sql",ANY,In-Person,Aerospace,77000.0,96000.0,86500.0,"['power bi', 'sql']",Bachelor's
Senior Data Analysts,Data Analyst,Data Analyst,Cabela's,Winnipeg,MB,"Sql, Power Bi, Python, Visual Basic, Excel, Google Cloud Platform",ANY,In-Person,Others,69000.0,86000.0,77500.0,"['sql', 'power bi', 'python', 'visual basic', 'excel', 'google cloud platform']",Bachelor's
Business and Technical Analysts,BI Engineer,Data Engineer,COREL CORPORATION USA,Remote,Undef,"Tableau, Power BI, Snowflake, Looker, Postgresql",ANY,Remote,Others,100000.0,110000.0,105000.0,"['tableau', 'power bi', 'snowflake', 'looker', 'postgresql']",Bachelor's
